Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Date,State,TotalSamples,Negative,Positive
3511,28-06-2020,8:00 AM,Karnataka,-,-,7287,191,11923,13-05-2021,Karnataka,11205478,540350,4932,8851449,2354029,4282464,4567779,1206,1050609,10154869,,2515,,,,1019143,4097451,3733090,,,,10-04-2020,Delhi,11061,9662,903
3512,28-06-2020,8:00 AM,Kerala,-,-,2110,22,4071,14-05-2021,Karnataka,11296508,563300,5332,8885120,2411388,4299852,4584048,1220,1064149,10232359,,2515,,,,1026689,4112585,3744042,,,,11-04-2020,Delhi,11709,10218,1069
3513,28-06-2020,8:00 AM,Ladakh,-,-,554,1,960,15-05-2021,Karnataka,11424456,663200,6150,8927204,2497252,4321103,4604869,1232,1100992,10323464,,2516,,,,1036303,4131870,3757154,,,,12-04-2020,Delhi,14036,11748,1154
3514,28-06-2020,8:00 AM,Madhya Pradesh,-,-,9971,550,12965,16-05-2021,Karnataka,11448846,512946,4641,8942960,2505886,4329123,4612604,1233,1110213,10338633,,2516,,,,1038989,4140964,3761117,,,,13-04-2020,Delhi,15032,12283,1510
3515,28-06-2020,8:00 AM,Maharashtra,-,-,84245,7273,159133,17-05-2021,Karnataka,11543880,691059,5780,9017346,2526534,4368939,4647160,1247,1132318,10411562,,2518,,,,1050113,4187310,3777969,,,,14-04-2020,Delhi,16282,13748,1561
3516,28-06-2020,8:00 AM,Manipur,-,-,432,0,1092,18-05-2021,Karnataka,11629177,645187,5381,9091077,2538100,4408566,4681252,1259,1145476,10483701,,2521,,,,1062623,4233121,3793325,,,,15-04-2020,Delhi,16605,13865,1578
3517,28-06-2020,8:00 AM,Meghalaya,-,-,42,1,47,19-05-2021,Karnataka,11714719,658018,5183,9162909,2551810,4447633,4714002,1274,1164652,10550067,,2521,,,,1077966,4275303,3807587,,,,16-04-2020,Delhi,18784,14692,1640
3518,28-06-2020,8:00 AM,Mizoram,-,-,55,0,148,20-05-2021,Karnataka,11800829,687539,5186,9228494,2572335,4483874,4743327,1293,1194325,10606504,,2522,,,,1094743,4311852,3819793,,,,17-04-2020,Delhi,21409,16899,1707
3519,28-06-2020,8:00 AM,Nagaland,-,-,164,0,387,21-05-2021,Karnataka,11909365,737343,5433,9307694,2601671,4527899,4778492,1303,1235124,10674241,0,2523,,,,1115571,4355829,3834131,,,,18-04-2020,Delhi,22283,17449,1893
3520,28-06-2020,8:00 AM,Odisha,-,-,4606,18,6350,22-05-2021,Karnataka,12024591,802712,5443,9407939,2616652,4585205,4821418,1316,1258645,10765946,0,2524,,,,1153521,4402999,3849150,,,,19-04-2020,Delhi,24387,19393,2003
3521,28-06-2020,8:00 AM,Puducherry,-,-,221,10,619,23-05-2021,Karnataka,12090122,654657,4493,9468988,2621134,4622136,4845530,1322,1264260,10825862,0,2524,,,,1187455,4423651,3855518,,,,20-04-2020,Delhi,25900,20712,2081
3522,28-06-2020,8:00 AM,Punjab,-,-,3320,128,5056,24-05-2021,Karnataka,12245538,909171,5523,9612835,2632703,4711060,4900416,1359,1280434,10965104,0,2526,,,,1270697,4469404,3870221,,,,21-04-2020,Delhi,26627,21810,2156
3523,28-06-2020,8:00 AM,Rajasthan,-,-,13367,391,16944,25-05-2021,Karnataka,12412615,1005051,5439,9770531,2642084,4812574,4956588,1369,1293886,11118729,0,2527,,,,1383685,4503561,3880639,,,,22-04-2020,Delhi,28309,22713,2248
3524,28-06-2020,8:00 AM,Sikkim,-,-,46,0,87,26-05-2021,Karnataka,12592227,1115314,5795,9939939,2652288,4920646,5017905,1388,1307789,11284438,0,2528,,,,1496490,4546853,3893722,,,,23-04-2020,Delhi,30560,24538,2375
3525,28-06-2020,8:00 AM,Tamil Nadu,-,-,44094,1025,78335,27-05-2021,Karnataka,12825223,1185146,5520,10154372,2670851,5052063,5100876,1433,1337833,11487390,0,2528,,,,1635875,4603441,3911921,,,,24-04-2020,Delhi,33672,26552,2514
3526,28-06-2020,8:00 AM,Telengana,-,-,4928,243,13436,28-05-2021,Karnataka,13092345,1255788,5746,10393577,2698768,5199787,5192314,1476,1378841,11713504,0,2528,,,,1792515,4664922,3932691,,,,25-04-2020,Delhi,35519,28693,2625
3527,28-06-2020,8:00 AM,Tripura,-,-,1071,1,1334,29-05-2021,Karnataka,13346630,1196473,4979,10625599,2721031,5339822,5284257,1520,1416080,11930550,0,2530,,,,1951062,4719698,3951109,,,,26-04-2020,Delhi,37613,31919,2918
3528,28-06-2020,8:00 AM,Uttarakhand,-,-,1912,37,2791,30-05-2021,Karnataka,13439808,898354,3850,10709480,2730328,5389899,5318046,1535,1432867,12006941,0,2531,,,,2011006,4737652,3956994,,,,27-04-2020,Delhi,39911,34145,3108
3529,28-06-2020,8:00 AM,Uttar Pradesh,-,-,14215,649,21549,31-05-2021,Karnataka,13683390,1243336,4934,10929687,2753703,5519056,5409055,1576,1472981,12210409,0,2532,,,,2154044,4795180,3976306,,,,28-04-2020,Delhi,43370,36195,3314
3530,28-06-2020,8:00 AM,West Bengal,-,-,10789,629,16711,01-06-2021,Karnataka,13906541,1234927,4173,11133566,2772975,5639451,5492499,1616,1510138,12396403,0,2532,,,,2293839,4843052,3992170,,,,29-04-2020,Delhi,47225,39920,3439
3531,28-06-2020,8:00 AM,Cases being reassigned to states,-,-,0,0,7839,02-06-2021,Karnataka,14154710,1315234,4355,11363561,2791149,5772731,5589178,1652,1547710,12607000,0,2534,,,,2452847,4895967,4009942,,,,02-05-2020,Delhi,58210,,4122
3532,29-06-2020,8:00 AM,Andaman and Nicobar Islands,-,-,45,0,76,03-06-2021,Karnataka,14407706,1378346,4452,11596660,2811046,5908628,5686351,1681,1584906,12822800,0,2534,,,,2626093,4939870,4025477,,,,03-05-2020,Delhi,60246,,4549
3533,29-06-2020,8:00 AM,Andhra Pradesh,-,-,5908,169,13241,04-06-2021,Karnataka,14735361,1616711,5043,11899361,2836000,6081337,5816194,1830,1624209,13111152,0,2535,,,,2838700,5006585,4048250,,,,04-05-2020,Delhi,64108,,4898
3534,29-06-2020,8:00 AM,Arunachal Pradesh,-,-,60,1,182,05-06-2021,Karnataka,15068597,1680845,5276,12206183,2862414,6253471,5950834,1878,1665088,13403436,73,2540,,,,3034401,5089306,4076171,,,,05-05-2020,Delhi,67852,,5104
3535,29-06-2020,8:00 AM,Assam,-,-,5088,10,7206,06-06-2021,Karnataka,15203304,1144187,3719,12333182,2870122,6321434,6009848,1900,1676132,13526684,488,2541,,,,3122648,5118143,4085918,,,,06-05-2020,Delhi,71934,,5532
3536,29-06-2020,8:00 AM,Bihar,-,-,7118,60,9212,07-06-2021,Karnataka,15504527,1607382,5113,12612607,2891920,6475386,6135260,1961,1702136,13801567,824,2542,,,,3296754,5195770,4113287,,,,07-05-2020,Delhi,77234,,5980
3537,29-06-2020,8:00 AM,Chandigarh,-,-,336,6,429,08-06-2021,Karnataka,15759842,1565975,4827,12847608,2912234,6605473,6240139,1996,1726068,14032950,824,2542,,,,3435398,5266009,4139033,,,,08-05-2020,Delhi,81367,,6318
3538,29-06-2020,8:00 AM,Chhattisgarh,-,-,2091,13,2662,09-06-2021,Karnataka,15992599,1416620,4675,13058077,2934522,6723942,6332072,2063,1750005,14241770,824,2543,,,,3552334,5333738,4164471,,,,09-05-2020,Delhi,84226,,6542
3539,29-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,60,0,178,10-06-2021,Karnataka,16249047,1469398,4746,13294675,2954372,6856194,6436314,2167,1770493,14477695,859,2543,,,,3714413,5388278,4184124,,,,10-05-2020,Delhi,93810,,6923
3540,29-06-2020,8:00 AM,Delhi,-,-,52607,2623,83077,11-06-2021,Karnataka,16580369,1647571,5352,13599544,2980825,7026110,6571195,2239,1794208,14785131,1030,2546,,,,3915718,5463457,4212097,,,,11-05-2020,Delhi,97678,,7233
3541,29-06-2020,8:00 AM,Goa,-,-,478,3,1198,12-06-2021,Karnataka,16892231,1700787,5196,13885050,3007181,7178609,6704132,2309,1815645,15075457,1129,2546,,,,4095058,5541060,4240264,,,,12-05-2020,Delhi,106109,,7639
3542,29-06-2020,8:00 AM,Gujarat,-,-,22800,1808,31320,13-06-2021,Karnataka,16998892,1100020,3654,13985016,3013876,7231381,6751302,2333,1820512,15177251,1129,2545,,,,4156213,5569411,4250654,,,,13-05-2020,Delhi,113345,,7998
3543,29-06-2020,8:00 AM,Haryana,-,-,8917,223,13829,14-06-2021,Karnataka,17262828,1662102,5331,14219979,3042849,7354643,6862965,2371,1834806,15426838,1184,2547,,,,4290816,5639877,4280208,,,,14-05-2020,Delhi,119736,,8470
3544,29-06-2020,8:00 AM,Himachal Pradesh,-,-,529,9,916,15-06-2021,Karnataka,17482779,1559385,4984,14412058,3070721,7455978,6953636,2444,1848603,15632932,1244,2548,,,,4394010,5703486,4305220,,,,15-05-2020,Delhi,125189,,8895
3545,29-06-2020,8:00 AM,Jammu and Kashmir,-,-,4316,94,7093,16-06-2021,Karnataka,17695431,1533625,4953,14594061,3101370,7551718,7039881,2462,1865062,15829065,1304,2549,,,,4487282,5766880,4330302,,,,16-05-2020,Delhi,130845,,9333
3546,29-06-2020,8:00 AM,Jharkhand,-,-,1793,12,2364,17-06-2021,Karnataka,17899357,1503107,4668,14771770,3127587,7646015,7123213,2542,1879415,16018602,1340,2552,,,,4605389,5809230,4347353,,,,17-05-2020,Delhi,135791,,9755
3547,29-06-2020,8:00 AM,Karnataka,-,-,7507,207,13190,18-06-2021,Karnataka,18130798,1570993,4949,14971193,3159605,7755170,7213383,2640,1899297,16230106,1395,2553,,,,4747758,5850127,4363167,,,,18-05-2020,Delhi,139727,,10054
3548,29-06-2020,8:00 AM,Kerala,-,-,2152,22,4189,19-06-2021,Karnataka,18421390,1685106,5240,15205385,3216005,7879659,7322978,2748,1924681,16495243,1466,2555,,,,4874433,5926345,4394072,,,,19-05-2020,Delhi,145854,,10554
3549,29-06-2020,8:00 AM,Ladakh,-,-,586,1,963,20-06-2021,Karnataka,18498363,1140306,3433,15268722,3229641,7911405,7354556,2761,1931696,16565201,1466,2556,,,,4906306,5948661,4403122,,,,20-05-2020,Delhi,150282,,11088
3550,29-06-2020,8:00 AM,Madhya Pradesh,-,-,10084,557,13186,21-06-2021,Karnataka,19652759,5771130,8289,16339169,3313590,8436925,7899250,2994,2079183,17571984,1592,2555,,,,5678809,6156007,4493099,,,,21-05-2020,Delhi,154385,,11659
3551,29-06-2020,8:00 AM,Maharashtra,-,-,86575,7429,164626,22-06-2021,Karnataka,20104474,3028443,5681,16752226,3352248,8643425,8105735,3066,2175629,17927104,1741,2554,,,,5995262,6223353,4522076,,,,22-05-2020,Delhi,160255,,12319
3552,29-06-2020,8:00 AM,Manipur,-,-,455,0,1185,23-06-2021,Karnataka,20512334,2878089,5397,17126371,3385963,8825765,8297437,3169,2252981,18257444,1909,2556,,,,6276205,6287671,4550692,,,,23-05-2020,Delhi,165047,,12910
3553,29-06-2020,8:00 AM,Meghalaya,-,-,42,1,47,24-06-2021,Karnataka,20921155,3045541,5351,17493598,3427557,9008235,8482128,3235,2319494,18599539,2122,2559,,,,6562740,6343488,4575291,,,,24-05-2020,Delhi,169873,,13418
3554,29-06-2020,8:00 AM,Mizoram,-,-,55,0,148,25-06-2021,Karnataka,21341517,3235949,5483,17864741,3476776,10896930,10441087,3500,2401636,18937409,2472,2563,7472496,7621943,6247078,,,,,,,25-05-2020,Delhi,174469,,14053
3555,29-06-2020,8:00 AM,Nagaland,-,-,164,0,415,26-06-2021,Karnataka,21622289,2949768,4412,18089135,3533154,11038098,10580653,3538,2481521,19137845,2923,2564,7673782,7675751,6272756,,,,,,,26-05-2020,Delhi,178579,,14465
3556,29-06-2020,8:00 AM,Odisha,-,-,4743,21,6614,27-06-2021,Karnataka,21750366,2293791,3397,18196068,3554298,11101463,10645349,3554,2513450,19233993,2923,2565,7766278,7700286,6283802,,,,,,,27-05-2020,Delhi,184362,,15257
3557,29-06-2020,8:00 AM,Puducherry,-,-,221,10,619,28-06-2021,Karnataka,22202542,3842599,5545,18563185,3639357,11313004,10885911,3627,2627009,19571719,3814,2568,8075153,7792503,6334886,,,,,,,28-05-2020,Delhi,191977,,16281
3558,29-06-2020,8:00 AM,Punjab,-,-,3526,133,5216,29-06-2021,Karnataka,22470761,3283583,4610,18787206,3683555,11441952,11025086,3723,2718274,19748000,4487,2568,8275888,7837705,6357168,,,,,,,29-05-2020,Delhi,199626,,17386
3559,29-06-2020,8:00 AM,Rajasthan,-,-,13611,399,17271,30-06-2021,Karnataka,22712414,3248246,4304,18973039,3739375,11561732,11146911,3771,2787439,19919959,5016,2572,8449511,7883291,6379612,,,,,,,30-05-2020,Delhi,206739,,18549
3560,29-06-2020,8:00 AM,Sikkim,-,-,49,0,88,01-07-2021,Karnataka,22911665,2959202,3432,19124712,3786953,11659353,11248515,3797,2841636,20064363,5666,2577,8590631,7921821,6399213,,,,,,,31-05-2020,Delhi,212784,,19844
3561,29-06-2020,8:00 AM,Tamil Nadu,-,-,45537,1079,82275,02-07-2021,Karnataka,23152094,3268266,3841,19293267,3858827,11778594,11369656,3844,2903238,20242202,6654,2582,8751776,7975159,6425159,,,,,,,01-06-2020,Delhi,217537,,20834
3562,29-06-2020,8:00 AM,Telengana,-,-,5172,247,14419,03-07-2021,Karnataka,23639206,4021088,5307,19601804,4037402,12014922,11620361,3923,2984583,20647210,7413,2583,9030964,8113023,6495219,,,,,,,02-06-2020,Delhi,223607,,22132
3563,29-06-2020,8:00 AM,Tripura,-,-,1079,1,1346,04-07-2021,Karnataka,23790590,2740122,3206,19703988,4086602,12088606,11698043,3941,3001217,20781811,7562,2594,9116341,8157977,6516272,,,,,,,03-06-2020,Delhi,230145,,23645
3564,29-06-2020,8:00 AM,Uttarakhand,-,-,2018,38,2823,05-07-2021,Karnataka,24185562,3860154,5267,19965810,4219752,12278484,11903067,4011,3045981,21131204,8377,2595,9347226,8265606,6572730,,,,,,,04-06-2020,Delhi,236506,,25004
3565,29-06-2020,8:00 AM,Uttar Pradesh,-,-,14808,660,22147,06-07-2021,Karnataka,24477242,3505965,4671,20169876,4307366,12419827,12053357,4058,3077523,21390621,9098,2595,9527211,8340217,6609814,,,,,,,05-06-2020,Delhi,241693,,26334
3566,29-06-2020,8:00 AM,West Bengal,-,-,11193,639,17283,07-07-2021,Karnataka,24739154,3519507,4541,20354749,4384405,12547910,12187109,4135,3137462,21591841,9851,2598,9690941,8406113,6642100,,,,,,,06-06-2020,Delhi,246873,,27654
3567,29-06-2020,8:00 AM,Cases being reassigned to states,-,-,0,0,7285,08-07-2021,Karnataka,24941814,3047896,4241,20494591,4447223,12649295,12288314,4205,3187713,21743167,10934,2603,9815811,8457870,6668133,,,,,,,07-06-2020,Delhi,251915,,28936
3568,30-06-2020,8:00 AM,Andaman and Nicobar Islands,-,-,46,0,90,09-07-2021,Karnataka,25276633,3200896,4811,20709063,4567570,12817540,12454837,4256,3228397,22036205,12031,2604,10010712,8551927,6713994,,,,,,,08-06-2020,Delhi,255615,,29943
3569,30-06-2020,8:00 AM,Andhra Pradesh,-,-,6232,180,13891,10-07-2021,Karnataka,25518726,3020732,4101,20854108,4664618,12938400,12576028,4298,3265334,22239650,13742,2613,10149411,8622681,6746634,,,,,,,09-06-2020,Delhi,261079,,31309
3570,30-06-2020,8:00 AM,Arunachal Pradesh,-,-,61,1,187,11-07-2021,Karnataka,25624609,2240654,2919,20921104,4703505,12989589,12630706,4314,3287799,22322814,13996,2613,10206737,8656894,6760978,,,,,,,10-06-2020,Delhi,266156,,32810
3571,30-06-2020,8:00 AM,Assam,-,-,5333,11,7752,12-07-2021,Karnataka,25882198,3158460,4658,21086849,4795349,13114407,12763424,4367,3348036,22518296,15866,2613,10347966,8734476,6799756,,,,,,,11-06-2020,Delhi,271516,,34687
3572,30-06-2020,8:00 AM,Bihar,-,-,7390,62,9640,13-07-2021,Karnataka,26042614,2899526,3924,21196915,4845699,13195915,12842308,4391,3390958,22634197,17459,2616,10445185,8777799,6819630,,,,,,,12-06-2020,Delhi,277463,,36824
3573,30-06-2020,8:00 AM,Chandigarh,-,-,349,6,435,14-07-2021,Karnataka,26484472,2942571,4395,21531193,4953279,13404517,13075471,4484,3429285,23036266,18921,2616,10613650,8950320,6920502,,,,,,,13-06-2020,Delhi,283239,,38958
3574,30-06-2020,8:00 AM,Chhattisgarh,-,-,2173,13,2761,15-07-2021,Karnataka,26614219,2610778,3634,21609700,5004519,13470737,13138977,4505,3446148,23147598,20473,2623,10684104,8991084,6939031,,,,,,,14-06-2020,Delhi,290592,,41182
3575,30-06-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,77,0,203,16-07-2021,Karnataka,26851134,2661733,4137,21741826,5109308,13590325,13256265,4544,3465032,23363901,22201,2629,10804075,9070719,6976340,,,,,,,15-06-2020,Delhi,296697,,42829
3576,30-06-2020,8:00 AM,Delhi,-,-,56235,2680,85161,17-07-2021,Karnataka,27211216,2914591,4557,21951177,5260039,13768815,13437812,4589,3489501,23697161,24554,2630,10992894,9186970,7031352,,,,,,,16-06-2020,Delhi,304483,,44688
3577,30-06-2020,8:00 AM,Goa,-,-,478,3,1198,18-07-2021,Karnataka,27324330,2095517,3001,22018801,5305529,13825768,13493959,4603,3494650,23804647,25033,2634,11050973,9224856,7048501,,,,,,,17-06-2020,Delhi,312576,,47102
3578,30-06-2020,8:00 AM,Gujarat,-,-,23240,1827,31938,19-07-2021,Karnataka,27595996,2780856,4281,22187924,5408072,13960511,13630837,4648,3508796,24060819,26381,2635,11190634,9314339,7091023,,,,,,,18-06-2020,Delhi,321302,,49979
3579,30-06-2020,8:00 AM,Haryana,-,-,9502,232,14210,20-07-2021,Karnataka,27779600,2618966,3793,22304712,5474888,14054096,13720820,4684,3534535,24217552,27513,2635,11297851,9367408,7114341,,,,,,,19-06-2020,Delhi,334376,,53116
3580,30-06-2020,8:00 AM,Himachal Pradesh,-,-,556,9,942,21-07-2021,Karnataka,27957510,2462960,3691,22399536,5557974,14141242,13811548,4720,3552062,24376718,28730,2637,11387557,9427344,7142609,,,,,,,20-06-2020,Delhi,351909,,56746
3581,30-06-2020,8:00 AM,Jammu and Kashmir,-,-,4585,95,7237,22-07-2021,Karnataka,28247972,2953680,4679,22570497,5677475,14283898,13959316,4758,3565008,24652988,29976,2638,11541942,9520372,7185658,,,,,,,21-06-2020,Delhi,370014,,59746
3582,30-06-2020,8:00 AM,Jharkhand,-,-,1845,15,2426,23-07-2021,Karnataka,28558855,2809838,4552,22755810,5803045,14438736,14115319,4800,3586666,24940777,31412,2638,11717100,9614880,7226875,,,,,,,22-06-2020,Delhi,384696,,62655
3583,30-06-2020,8:00 AM,Karnataka,-,-,7683,226,14295,24-07-2021,Karnataka,28787936,2766276,4055,22885641,5902295,14554322,14228776,4838,3636337,25118117,33482,2639,11863060,9672781,7252095,,,,,,,23-06-2020,Delhi,401648,,66602
3584,30-06-2020,8:00 AM,Kerala,-,-,2152,22,4189,25-07-2021,Karnataka,28886583,2033526,2954,22942185,5944398,14602759,14278968,4856,3646033,25206748,33802,2641,11916777,9704287,7265519,,,,,,,24-06-2020,Delhi,420707,,70390
3585,30-06-2020,8:00 AM,Ladakh,-,-,616,1,964,26-07-2021,Karnataka,29125539,2989465,4514,23073939,6051600,14718061,14402571,4907,3672535,25417650,35354,2642,12045785,9779188,7300566,,,,,,,25-06-2020,Delhi,438012,,73780
3586,30-06-2020,8:00 AM,Madhya Pradesh,-,-,10199,564,13370,27-07-2021,Karnataka,29417347,3044589,4888,23244325,6173022,14860968,14551421,4958,3707749,25673106,36492,2649,12213678,9863296,7340373,,,,,,,26-06-2020,Delhi,459156,,77240
3587,30-06-2020,8:00 AM,Maharashtra,-,-,88960,7610,169883,28-07-2021,Karnataka,29596896,0,0,23352332,6244564,14948473,14643437,4986,3732333,25827044,37519,2655,12323510,9910565,7362821,,,,,,,27-06-2020,Delhi,478336,,80188
3588,30-06-2020,8:00 AM,Manipur,-,-,494,0,1227,29-07-2021,Karnataka,29725737,2518644,3775,23430600,6295137,15010860,14709870,5007,3746047,25940861,38829,2655,12399417,9946166,7380154,,,,,,,28-06-2020,Delhi,498416,,83077
3589,30-06-2020,8:00 AM,Meghalaya,-,-,42,1,47,30-07-2021,Karnataka,30029134,3005605,4881,23623111,6406023,15157516,14866569,5049,3761928,26226975,40231,2657,12574920,10033029,7421185,,,,,,,29-06-2020,Delhi,514573,,85161
3590,30-06-2020,8:00 AM,Mizoram,-,-,55,0,148,31-07-2021,Karnataka,30371214,2947566,4786,23841981,6529233,15323996,15042120,5100,3810411,26518298,42505,2658,12795258,10115651,7460305,,,,,,,30-06-2020,Delhi,531752,,87360
3591,30-06-2020,8:00 AM,Nagaland,-,-,168,0,434,01-08-2021,Karnataka,30664762,1889926,2928,24087131,6577631,15461593,15198051,5118,3841608,26779909,43245,2658,12932781,10210124,7521857,,,,,,,01-07-2020,Delhi,551708,,89802
3592,30-06-2020,8:00 AM,Odisha,-,-,4946,23,6859,02-08-2021,Karnataka,31396158,4342524,6338,24583845,6812313,15800965,15589949,5244,3925553,27425648,44957,2660,13394163,10389648,7612347,,,,,,,02-07-2020,Delhi,572530,,92175
3593,30-06-2020,8:00 AM,Puducherry,-,-,221,10,619,03-08-2021,Karnataka,31689767,2613961,4305,24789310,6900457,15944224,15740253,5290,3962784,27680535,46448,2661,13574821,10462232,7652714,,,,,,,03-07-2020,Delhi,596695,,94695
3594,30-06-2020,8:00 AM,Punjab,-,-,3764,138,5418,04-08-2021,Karnataka,31957645,2471074,4217,24961046,6996599,16074711,15877598,5336,4012433,27896947,48265,2663,13755165,10520686,7681794,,,,,,,04-07-2020,Delhi,620368,,97200
3595,30-06-2020,8:00 AM,Rajasthan,-,-,13618,405,17660,05-08-2021,Karnataka,32124981,2353557,3917,25060031,7064950,16157662,15961960,5359,4051814,28023279,49888,2664,13870057,10555432,7699492,,,,,,,05-07-2020,Delhi,643504,,99444
3596,30-06-2020,8:00 AM,Sikkim,-,-,50,0,88,06-08-2021,Karnataka,32349726,2428494,4059,25189842,7159884,16267694,16076629,5403,4140396,28157668,51662,2665,14026118,10599928,7723680,,,,,,,06-07-2020,Delhi,657383,,100823
3597,30-06-2020,8:00 AM,Tamil Nadu,-,-,47749,1141,86224,07-08-2021,Karnataka,32764656,2951926,4926,25468918,7295738,16470253,16288926,5477,4209783,28500695,54178,2665,14311549,10686735,7766372,,,,,,,07-07-2020,Delhi,679831,,102831
3598,30-06-2020,8:00 AM,Telengana,-,-,5582,253,15394,08-08-2021,Karnataka,32925156,2116091,3198,25590067,7335089,16552638,16367009,5509,4224198,28646396,54562,2666,14422400,10720586,7782170,,,,,,,08-07-2020,Delhi,701859,,104864
3599,30-06-2020,8:00 AM,Tripura,-,-,1085,1,1380,09-08-2021,Karnataka,33280543,2972686,4958,25847691,7432852,16724770,16550206,5567,4271997,28952499,56047,2670,14653045,10803056,7824442,,,,,,,09-07-2020,Delhi,724148,,107051
3600,30-06-2020,8:00 AM,Uttarakhand,-,-,2111,39,2831,10-08-2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,10-07-2020,Delhi,747109,,109140
3601,30-06-2020,8:00 AM,Uttar Pradesh,-,-,15506,672,22828,11-08-2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,11-07-2020,Delhi,768617,,110921
3602,30-06-2020,8:00 AM,West Bengal,-,-,11719,653,17907,12-08-2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,12-07-2020,Delhi,789853,,112494
3603,30-06-2020,8:00 AM,Cases being reassigned to states,-,-,0,0,7004,13-08-2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,13-07-2020,Delhi,692845,,113740
3604,01-07-2020,8:00 AM,Andaman and Nicobar Islands,-,-,50,0,97,14-08-2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,14-07-2020,Delhi,713908,,115346
3605,01-07-2020,8:00 AM,Andhra Pradesh,-,-,6511,187,14595,15-08-2021,Karnataka,,,,,,,,,,,,,,,,,,,,,,15-07-2020,Delhi,736436,,116993
3606,01-07-2020,8:00 AM,Arunachal Pradesh,-,-,62,1,191,16-01-2021,Kerala,1681,147,134,1681,0,593,1088,0,0,1681,,,,,,,,,,,,16-07-2020,Delhi,756661,,118645
3607,01-07-2020,8:00 AM,Assam,-,-,5647,12,8227,17-01-2021,Kerala,1836,317,156,1836,0,643,1193,0,0,1836,,,,,,,,,,,,17-07-2020,Delhi,777125,,120107
3608,01-07-2020,8:00 AM,Bihar,-,-,7687,67,10043,18-01-2021,Kerala,2566,488,180,2566,0,746,1820,0,0,2566,,,,,,,,,,,,18-07-2020,Delhi,798783,,121582
3609,01-07-2020,8:00 AM,Chandigarh,-,-,364,6,440,19-01-2021,Kerala,5355,544,185,5355,0,1529,3826,0,0,5355,,,,,,,,,,,,19-07-2020,Delhi,818989,,122793
3610,01-07-2020,8:00 AM,Chhattisgarh,-,-,2250,13,2860,20-01-2021,Kerala,5398,716,216,5398,0,1552,3846,0,0,5398,,,,,,,,,,,,20-07-2020,Delhi,830459,,123747
3611,01-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,82,0,213,21-01-2021,Kerala,9175,883,236,9175,0,2557,6618,0,0,9175,,,,,,,,,,,,21-07-2020,Delhi,851311,,125096
